Category,Secondary Category,Tertiary Categories,Rarity,Attunement,Item,Cost (GP)
Spells,Abjuration,Spells;Wizard Spells;Abjuration;4th Level Spells,4th,,Private Sanctum,2400
Spells,Evocation,Spells;Wizard Spells;Evocation;4th Level Spells,4th,,Resilient Sphere,2400
Spells,Conjuration,Spells;Wizard Spells;Cleric: Arcana Domain Spells;Conjuration;4th Level Spells,4th,,Secret Chest,2400
Spells,Necromancy,Spells;Warlock Spells;Bloodhunter: Order of the Profane Soul Spells;Necromancy;4th Level Spells,4th,,Shadow of Moil,2400
Spells,Evocation,Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Evocation;4th Level Spells,4th,,Sickening Radiance,2400
Spells,Evocation,Spells;Paladin Spells;Warlock: The Hexblade Spells;Evocation;4th Level Spells,4th,,Staggering Smite,2400
Spells,Transmutation,Spells;Artificer Spells;Cleric Spells;Druid Spells;Wizard Spells;Druid: Circle of the Land (Mountain) Spells;Druid: Circle of the Land (Underdark) Spells;Warlock: The Genie (Dao) Spells;Transmutation;4th Level Spells,4th,,Stone Shape,2400
Spells,Abjuration,Spells;Artificer Spells;Druid Spells;Ranger Spells;Sorcerer Spells;Wizard Spells;Cleric: War Domain Spells;Druid: Circle of the Land (Mountain) Spells;Paladin: Oath of Conquest Spells;Paladin: Oath of Redemption Spells;Paladin: Oath of the Ancients Spells;Abjuration;4th Level Spells,4th,,Stoneskin,2400
Spells,Evocation,Spells;Sorcerer Spells;Wizard Spells;Evocation;4th Level Spells,4th,,Storm Sphere,2400
Spells,Conjuration,Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Sorcerer: Aberrant Mind Spells;Conjuration;4th Level Spells,4th,,Summon Aberration,2400
Spells,Conjuration,Spells;Artificer Spells;Wizard Spells;Sorcerer: Clockwork Soul Spells;Conjuration;4th Level Spells,4th,,Summon Construct,2400
Spells,Conjuration,Spells;Druid Spells;Ranger Spells;Wizard Spells;Warlock: The Fathomless Spells;Conjuration;4th Level Spells,4th,,Summon Elemental,2400
Spells,Conjuration,Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Conjuration;4th Level Spells,4th,,Summon Greater Demon,2400
Spells,Evocation,Spells;Sorcerer Spells;Wizard Spells;Evocation;4th Level Spells,4th,,Vitriolic Sphere,2400
Spells,Evocation,Spells;Druid Spells;Sorcerer Spells;Wizard Spells;Artificer: Artillerest Spells;Cleric: Forge Domain Spells;Cleric: Light Domain Spells;Warlock: The Celestial Spells;Warlock: The Fiend Spells;Evocation;4th Level Spells,4th,,Wall of Fire,2400
Spells,Conjuration,Spells;Druid Spells;Sorcerer Spells;Wizard Spells;Conjuration;4th Level Spells,4th,,Watery Sphere,2400
Spells,Transmutation,Spells;Artificer Spells;Bard Spells;Sorcerer Spells;Wizard Spells;Cleric: Forge Domain Spells;Transmutation;5th Level Spells,5th,,Animate Objects,4800
Spells,Abjuration,Spells;Druid Spells;Cleric: Grave Domain Spells;Abjuration;5th Level Spells,5th,,Antilife Shell,4800
Spells,Evocation,Spells;Wizard Spells;Evocation;5th Level Spells,5th,,Arcane Hand,4800
Spells,Transmutation,Spells;Bard Spells;Druid Spells;Transmutation;5th Level Spells,5th,,Awaken,4800
Spells,Abjuration,Spells;Paladin Spells;Artificer: Battle Smith Spells;Warlock: The Hexblade Spells;Abjuration;5th Level Spells,5th,,Banishing Smite,4800
Spells,Evocation,Spells;Artificer Spells;Wizard Spells;Warlock: The Fathomless Spells;Evocation;5th Level Spells,5th,,Bigby's Hand,4800
Spells,Abjuration,Spells;Paladin Spells;Cleric: Twilight Domain Spells;Paladin: Oath of the Crown Spells;Abjuration;5th Level Spells,5th,,Circle of Power,4800
Spells,Conjuration,Spells;Sorcerer Spells;Wizard Spells;Artificer: Alchemist Spells;Cleric: Death Domain Spells;Druid: Circle of Spores Spells;Druid: Circle of the Land (Underdark) Spells;Paladin: Oath of Conquest Spells;Conjuration;5th Level Spells,5th,,Cloudkill,4800
Spells,Divination,Spells;Cleric Spells;Cleric: Order Domain Spells;Paladin: Oath of Devotion Spells;Paladin: Oath of Glory Spells;Divination;Ritual Spells;5th Level Spells,5th,,Commune,4800
Spells,Divination,Spells;Druid Spells;Ranger Spells;Barbarian: Path of the Totem Warrior Spells;Druid: Circle of the Land (Arctic) Spells;Druid: Circle of the Land (Forest) Spells;Paladin: Oath of the Ancients SpellsPaladin: Oath of the Open Sea Spells;Divination;Ritual Spells;5th Level Spells,5th,,Commune with Nature,4800
Spells,Evocation,Spells;Sorcerer Spells;Wizard Spells;Artificer: Artillerest Spells;Druid: Circle of the Land (Arctic) Spells;Warlock: The Fathomless Spells;Warlock: The Genie (Marid) Spells;Warlock: The Hexblade Spells;Evocation;5th Level Spells,5th,,Cone of Cold,4800
Spells,Conjuration,Spells;Druid Spells;Wizard Spells;Druid: Circle of the Land (Coast) Spells;Conjuration;5th Level Spells,5th,,Conjure Elemental,4800
Spells,Conjuration,Spells;Ranger Spells;Conjuration;5th Level Spells,5th,,Conjure Volley,4800
Spells,Divination,Spells;Warlock Spells;Wizard Spells;Divination;Ritual Spells;5th Level Spells,5th,,Contact Other Plane,4800
Spells,Necromancy,Spells;Cleric Spells;Druid Spells;Druid: Circle of Spores Spells;Paladin: Oathbreaker Spells;Warlock: The Undying Spells;Necromancy;5th Level Spells,5th,,Contagion,4800
Spells,Transmutation,Spells;Druid Spells;Sorcerer Spells;Wizard Spells;Transmutation;5th Level Spells,5th,,Control Winds,4800
Spells,Illusion,Spells;Artificer Spells;Sorcerer Spells;Wizard Spells;Cleric: Forge Domain Spells;Warlock: The Genie Spells;Illusion;5th Level Spells,5th,,Creation,4800
Spells,Necromancy,Spells;Warlock Spells;Wizard Spells;Necromancy;5th Level Spells,5th,,Danse Macabre,4800
Spells,Evocation,Spells;Cleric Spells;Wizard Spells;Evocation;5th Level Spells,5th,,Dawn,4800
Spells,Evocation,Spells;Paladin Spells;Cleric: Tempest Domain Spells;Evocation;5th Level Spells,5th,,Destructive Wave,4800
Spells,Abjuration,Spells;Cleric Spells;Paladin Spells;Abjuration;5th Level Spells,5th,,Dispel Evil and Good,4800
Spells,Enchantment,Spells;Bard Spells;Sorcerer Spells;Wizard Spells;Cleric: Order Domain Spells;Cleric: Trickery Domain Spells;Paladin: Oath of Conquest Spells;Paladin: Oathbreaker Spells;Warlock: The Archfey Spells;Warlock: The Great Old One Spells;Enchantment;5th Level Spells,5th,,Dominate Person,4800
Spells,Illusion,Spells;Bard Spells;Warlock Spells;Wizard Spells;Druid: Circle of the Land (Grassland) Spells;Illusion;5th Level Spells,5th,,Dream,4800
Spells,Necromancy,Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Necromancy;5th Level Spells,5th,,Enervation,4800
Spells,Conjuration,Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Conjuration;5th Level Spells,5th,,Far Step,4800
Spells,Evocation,Spells;Cleric Spells;Cleric: Light Domain Spells;Cleric: War Domain Spells;Druid: Circle of Wildfire Spells;Paladin: Oath of Devotion Spells;Paladin: Oath of Glory Spells;Warlock: The Celestial Spells;Warlock: The Fiend Spells;Warlock: The Genie (Efreeti) Spells;Evocation;5th Level Spells,5th,,Flame Strike,4800
Spells,Enchantment,Spells;Bard Spells;Cleric Spells;Druid Spells;Paladin Spells;Wizard Spells;Paladin: Oath of the Crown Spells;Enchantment;5th Level Spells,5th,,Geas,4800
Spells,Abjuration,Spells;Artificer Spells;Bard Spells;Cleric Spells;Druid Spells;Cleric: Peace Domain Spells;Sorcerer: Clockwork Soul Spells;Warlock: The Celestial Spells;Abjuration;5th Level Spells,5th,,Greater Restoration,4800
Spells,Evocation,Spells;Cleric Spells;Warlock: The Fiend Spells;Evocation;5th Level Spells,5th,,Hallow,4800
Spells,Enchantment,Spells;Bard Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Cleric: War Domain Spells;Paladin: Oath of Redemption Spells;Paladin: Oath of the Watchers Spells;Paladin: Oath of Vengeance Spells;Ranger: Monster Slayer Spells;Enchantment;5th Level Spells,5th,,Hold Monster,4800
Spells,Evocation,Spells;Cleric Spells;Paladin Spells;Evocation;5th Level Spells,5th,,Holy Weapon,4800
Spells,Evocation,Spells;Sorcerer Spells;Wizard Spells;Evocation;5th Level Spells,5th,,Immolation,4800
Spells,Conjuration,Spells;Warlock Spells;Wizard Spells;Conjuration;5th Level Spells,5th,,Infernal Calling,4800
Spells,Conjuration,Spells;Cleric Spells;Druid Spells;Sorcerer Spells;Cleric: Nature Domain Spells;Cleric: Tempest Domain Spells;Druid: Circle of the Land (Desert) Spells;Druid: Circle of the Land (Grassland) Spells;Druid: Circle of the Land (Swamp) Spells;Druid: Circle of the Land (Underdark) Spells;Ranger: Swarmkeeper Spells;Conjuration;5th Level Spells,5th,,Insect Plague,4800
Spells,Divination,Spells;Bard Spells;Cleric Spells;Wizard Spells;Cleric: Knowledge Domain Spells;Warlock: The Undying Spells;Divination;5th Level Spells,5th,,Legend Lore,4800
Spells,Evocation,Spells;Druid Spells;Paladin: Oath of the Open Sea Spells;Evocation;5th Level Spells,5th,,Maelstrom,4800
Spells,Evocation,Spells;Bard Spells;Cleric Spells;Druid Spells;Artificer: Battle Smith Spells;Cleric: Life Domain Spells;Druid: Circle of Wildfire Spells;Evocation;5th Level Spells,5th,,Mass Cure Wounds,4800
Spells,Illusion,Spells;Bard Spells;Wizard Spells;Cleric: Twilight Domain Spells;Ranger: Fey Wanderer Spells;Illusion;5th Level Spells,5th,,Mislead,4800
Spells,Enchantment,Spells;Bard Spells;Wizard Spells;Cleric: Trickery Domain Spells;Enchantment;5th Level Spells,5th,,Modify Memory,4800
Spells,Necromancy,Spells;Warlock Spells;Wizard Spells;Necromancy;5th Level Spells,5th,,Negative Energy Flood,4800
Spells,Transmutation,Spells;Wizard Spells;Artificer: Armorer Spells;Druid: Circle of the Land (Mountain) Spells;Transmutation;5th Level Spells,5th,,Passwall,4800
Spells,Abjuration,Spells;Bard Spells;Cleric Spells;Druid Spells;Wizard Spells;Cleric: Arcana Domain Spells;Abjuration;5th Level Spells,5th,,Planar Binding,4800
Spells,Necromancy,Spells;Bard Spells;Cleric Spells;Paladin Spells;Artificer: Alchemist Spells;Cleric: Grave Domain Spells;Cleric: Life Domain Spells;Necromancy;5th Level Spells,5th,,Raise Dead,4800
Spells,Divination,Spells;Wizard Spells;Cleric: Peace Domain Spells;Sorcerer: Aberrant Mind Spells;Divination;Ritual Spells;5th Level Spells,5th,,Rary's Telepathic Bond,4800
Spells,Transmutation,Spells;Druid Spells;Transmutation;5th Level Spells,5th,,Reincarnate,4800
Spells,Divination,Spells;Bard Spells;Cleric Spells;Druid Spells;Warlock Spells;Wizard Spells;Cleric: Knowledge Domain Spells;Cleric: Light Domain Spells;Druid: Circle of the Land (Coast) Spells;Druid: Circle of the Land (Swamp) Spells;Paladin: Oath of the Watchers Spells;Paladin: Oath of Vengeance Spells;Divination;5th Level Spells,5th,,Scrying,4800
Spells,Illusion,Spells;Bard Spells;Sorcerer Spells;Wizard Spells;Ranger: Gloom Stalker Spells;Warlock: The Archfey Spells;Warlock: The Genie (Djinni) Spells;Illusion;5th Level Spells,5th,,Seeming,4800
Spells,Transmutation,Spells;Artificer Spells;Bard Spells;Sorcerer Spells;Wizard Spells;Transmutation;5th Level Spells,5th,,Skill Empowerment,4800
Spells,Conjuration,Spells;Ranger Spells;Wizard Spells;Conjuration;5th Level Spells,5th,,Steel Wind Strike,4800
Spells,Conjuration,Spells;Cleric Spells;Paladin Spells;Conjuration;5th Level Spells,5th,,Summon Celestial,4800
Spells,Transmutation,Spells;Ranger Spells;Transmutation;5th Level Spells,5th,,Swift Quiver,4800
Spells,Enchantment,Spells;Bard Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Enchantment;5th Level Spells,5th,,Synaptic Static,4800
Spells,Transmutation,Spells;Sorcerer Spells;Wizard Spells;Sorcerer: Aberrant Mind Spells;Warlock: The Great Old One Spells;Transmutation;5th Level Spells,5th,,Telekinesis,4800
Spells,Divination,Spells;Wizard Spells;Divination;Ritual Spells;5th Level Spells,5th,,Telepathic Bond,4800
Spells,Conjuration,Spells;Bard Spells;Sorcerer Spells;Wizard Spells;Cleric: Arcana Domain Spells;Ranger: Horizon Walker Spells;Conjuration;5th Level Spells,5th,,Teleportation Circle,4800
Spells,Transmutation;Dunamancy,Spells;Wizard: Chronurgy Magic Spells;Transmutation;Dunamancy;5th Level Spells,5th,,Temporal Shunt,4800
Spells,Transmutation,Spells;Artificer Spells;Druid Spells;Wizard Spells;Transmutation;5th Level Spells,5th,,Transmute Rock,4800
Spells,Conjuration,Spells;Druid Spells;Ranger Spells;Cleric: Nature Domain Spells;Druid: Circle of the Land (Forest) Spells;Paladin: Oath of the Ancients Spells;Conjuration;5th Level Spells,5th,,Tree Stride,4800
Spells,Evocation,Spells;Wizard Spells;Artificer: Armorer Spells;Artificer: Artillerest Spells;Paladin: Oath of Redemption Spells;Sorcerer: Clockwork Soul Spells;Evocation;5th Level Spells,5th,,Wall of Force,4800
Spells,Evocation,Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Evocation;5th Level Spells,5th,,Wall of Light,4800
Spells,Evocation,Spells;Artificer Spells;Druid Spells;Sorcerer Spells;Wizard Spells;Druid: Circle of the Land (Desert) Spells;Druid: Circle of the Land (Mountain) Spells;Warlock: The Genie (Dao) Spells;Evocation;5th Level Spells,5th,,Wall of Stone,4800
Spells,Evocation,Spells;Druid Spells;Ranger Spells;Evocation;5th Level Spells,5th,,Wrath of Nature,4800
Spells,Conjuration,Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Conjuration;6th Level Spells,6th,,Arcane Gate,9600
Spells,Evocation,Spells;Cleric Spells;Evocation;6th Level Spells,6th,,Blade Barrier,9600
Spells,Transmutation,Spells;Druid Spells;Transmutation;6th Level Spells,6th,,Bones of the Earth,9600
Spells,Evocation,Spells;Sorcerer Spells;Wizard Spells;Evocation;6th Level Spells,6th,,Chain Lightning,9600
Spells,Necromancy,Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Necromancy;6th Level Spells,6th,,Circle of Death,9600
Spells,Conjuration,Spells;Druid Spells;Warlock Spells;Conjuration;6th Level Spells,6th,,Conjure Fey,9600
Spells,Evocation,Spells;Wizard Spells;Evocation;6th Level Spells,6th,,Contingency,9600
Spells,Transmutation,Spells;Wizard Spells;Transmutation;6th Level Spells,6th,,Create Homunculus,9600
Spells,Necromancy,Spells;Cleric Spells;Warlock Spells;Wizard Spells;Necromancy;6th Level Spells,6th,,Create Undead,9600
Spells,Transmutation,Spells;Sorcerer Spells;Wizard Spells;Transmutation;6th Level Spells,6th,,Disintegrate,9600
Spells,Conjuration,Spells;Wizard Spells;Conjuration;Ritual Spells;6th Level Spells,6th,,Drawmij's Instant Summons,9600
Spells,Abjuration,Spells;Druid Spells;Abjuration;6th Level Spells,6th,,Druid Grove,9600
Spells,Necromancy,Spells;Bard Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Necromancy;6th Level Spells,6th,,Eyebite,9600
Spells,Divination,Spells;Bard Spells;Cleric Spells;Druid Spells;Divination;6th Level Spells,6th,,Find the Path,9600
Spells,Transmutation,Spells;Warlock Spells;Wizard Spells;Transmutation;6th Level Spells,6th,,Flesh to Stone,9600
Spells,Abjuration,Spells;Cleric Spells;Abjuration;Ritual Spells;6th Level Spells,6th,,Forbiddance,9600
Spells,Evocation,Spells;Wizard Spells;Evocation;6th Level Spells,6th,,Freezing Sphere,9600
Spells,Abjuration,Spells;Sorcerer Spells;Wizard Spells;Abjuration;6th Level Spells,6th,,Globe of Invulnerability,9600
Spells,Evocation;Dunamancy,Spells;Wizard: Graviturgy Magic Spells;Evocation;Dunamancy;6th Level Spells,6th,,Gravity Fissure,9600
Spells,Abjuration,Spells;Bard Spells;Wizard Spells;Abjuration;6th Level Spells,6th,,Guards and Wards,9600
Spells,Necromancy,Spells;Cleric Spells;Necromancy;6th Level Spells,6th,,Harm,9600
Spells,Evocation,Spells;Cleric Spells;Druid Spells;Evocation;6th Level Spells,6th,,Heal,9600
Spells,Conjuration,Spells;Cleric Spells;Druid Spells;Conjuration;6th Level Spells,6th,,Heroes' Feast,9600
Spells,Conjuration,Spells;Wizard Spells;Conjuration;Ritual Spells;6th Level Spells,6th,,Instant Summons,9600
Spells,Transmutation,Spells;Druid Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Transmutation;6th Level Spells,6th,,Investiture of Flame,9600
Spells,Transmutation,Spells;Druid Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Transmutation;6th Level Spells,6th,,Investiture of Ice,9600
Spells,Transmutation,Spells;Druid Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Transmutation;6th Level Spells,6th,,Investiture of Stone,9600
Spells,Transmutation,Spells;Druid Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Transmutation;6th Level Spells,6th,,Investiture of Wind,9600
Spells,Necromancy,Spells;Wizard Spells;Necromancy;6th Level Spells,6th,,Magic Jar,9600
Spells,Enchantment,Spells;Bard Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Enchantment;6th Level Spells,6th,,Mass Suggestion,9600
Spells,Illusion,Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Illusion;6th Level Spells,6th,,Mental Prison,9600
Spells,Transmutation,Spells;Druid Spells;Sorcerer Spells;Wizard Spells;Transmutation;6th Level Spells,6th,,Move Earth,9600
Spells,Evocation,Spells;Wizard Spells;Evocation;6th Level Spells,6th,,Otiluke's Freezing Sphere,9600
Spells,Enchantment,Spells;Bard Spells;Wizard Spells;Enchantment;6th Level Spells,6th,,Otto's Irresistable Dance,9600
Spells,Conjuration,Spells;Cleric Spells;Conjuration;6th Level Spells,6th,,Planar Ally,9600
Spells,Abjuration,Spells;Druid Spells;Abjuration;6th Level Spells,6th,,Primordial Ward,9600
Spells,Illusion,Spells;Bard Spells;Wizard Spells;Illusion;6th Level Spells,6th,,Programmed Illusion,9600
Spells,Conjuration,Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Conjuration;6th Level Spells,6th,,Scatter,9600
Spells,Necromancy,Spells;Warlock Spells;Wizard Spells;Necromancy;6th Level Spells,6th,,Soul Cage,9600
Spells,Conjuration,Spells;Warlock Spells;Wizard Spells;Conjuration;6th Level Spells,6th,,Summon Fiend,9600
Spells,Evocation,Spells;Druid Spells;Sorcerer Spells;Wizard Spells;Evocation;6th Level Spells,6th,,Sunbeam,9600
Spells,Transmutation,Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Transmutation;6th Level Spells,6th,,Tasha's Otherworldly Guise,9600
Spells,Transmutation,Spells;Wizard Spells;Transmutation;6th Level Spells,6th,,Tenser's Transformation,9600
Spells,Conjuration,Spells;Druid Spells;Conjuration;6th Level Spells,6th,,Transport via Plants,9600
Spells,Divination,Spells;Bard Spells;Cleric Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Divination;6th Level Spells,6th,,True Seeing,9600
Spells,Evocation,Spells;Wizard Spells;Evocation;6th Level Spells,6th,,Wall of Ice,9600
Spells,Conjuration,Spells;Druid Spells;Conjuration;6th Level Spells,6th,,Wall of Thorns,9600
Spells,Transmutation,Spells;Druid Spells;Transmutation;6th Level Spells,6th,,Wind Walk,9600
Spells,Conjuration,Spells;Cleric Spells;Conjuration;6th Level Spells,6th,,Word of Recall,9600
Spells,Conjuration,Spells;Cleric Spells;Conjuration;7th Level Spells,7th,,Conjure Celestial,19200
Spells,Transmutation,Spells;Wizard Spells;Transmutation;7th Level Spells,7th,,Create Magen,19200
Spells,Evocation,Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Evocation;7th Level Spells,7th,,Crown of Stars,19200
Spells,Evocation,Spells;Sorcerer Spells;Wizard Spells;Evocation;7th Level Spells,7th,,Delayed Blast Fireball,19200
Spells,Evocation,Spells;Cleric Spells;Evocation;7th Level Spells,7th,,Divine Word,19200
Spells,Conjuration,Spells;Bard Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Conjuration;7th Level Spells,7th,,Dream of the Blue Veil,19200
Spells,Transmutation,Spells;Bard Spells;Cleric Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Transmutation;7th Level Spells,7th,,Etherealness,19200
